Wiek,Płeć,Ocena_satysfakcji,Dochód_miesięczny,Region,Preferowany_system
34,Mężczyzna,7,16351,Południe,macOS
25,Kobieta,9,19692,Wschód,Linux
20,Mężczyzna,6,12211,Zachód,Windows
23,Mężczyzna,1,12831,Północ,Linux
77,Kobieta,10,12308,Wschód,Windows
46,Kobieta,10,17198,Południe,iOS
26,Kobieta,9,8603,Południe,macOS
53,Kobieta,6,18522,Wschód,Android
64,Kobieta,5,12498,Zachód,Windows
25,Mężczyzna,2,4378,Wschód,macOS
44,Mężczyzna,5,4526,Północ,Linux
73,Kobieta,6,4137,Zachód,macOS
29,Mężczyzna,4,9204,Zachód,Android
83,Mężczyzna,5,15787,Północ,Linux
32,Kobieta,7,6501,Centrum,Android
26,Mężczyzna,2,17142,Centrum,iOS
31,Kobieta,3,10816,Zachód,Android
71,Mężczyzna,1,9652,Zachód,iOS
65,Kobieta,8,13637,Zachód,Windows
79,Kobieta,2,13462,Centrum,Android
79,Mężczyzna,6,15144,Centrum,Windows
61,Mężczyzna,4,11608,Południe,macOS
58,Mężczyzna,4,4934,Centrum,macOS
29,Mężczyzna,7,4652,Zachód,Android
28,Kobieta,3,19417,Wschód,Android
85,Kobieta,7,1106,Wschód,Android
79,Mężczyzna,7,9101,Południe,Linux
70,Mężczyzna,4,5594,Centrum,Linux
49,Kobieta,5,16229,Centrum,Linux
71,Kobieta,7,1550,Zachód,iOS
44,Kobieta,10,7249,Wschód,iOS
21,Mężczyzna,8,15380,Centrum,Windows
62,Mężczyzna,3,6954,Centrum,Windows
36,Mężczyzna,1,5514,Centrum,iOS
27,Mężczyzna,3,14932,Północ,Linux
46,Mężczyzna,9,19611,Centrum,macOS
60,Kobieta,7,1858,Zachód,macOS
30,Mężczyzna,1,7745,Północ,Windows
60,Mężczyzna,3,17276,Zachód,iOS
90,Kobieta,5,9211,Zachód,macOS
51,Mężczyzna,5,12157,Wschód,Linux
61,Kobieta,4,4482,Wschód,iOS
61,Kobieta,7,19875,Południe,Android
45,Mężczyzna,1,5043,Północ,Linux
52,Kobieta,8,16334,Wschód,macOS
27,Mężczyzna,7,1716,Centrum,macOS
22,Mężczyzna,5,6190,Zachód,macOS
70,Mężczyzna,1,3117,Północ,Windows
48,Mężczyzna,7,5887,Wschód,macOS
67,Kobieta,8,5782,Zachód,Windows
78,Mężczyzna,3,5185,Południe,Android
40,Mężczyzna,4,10969,Północ,Windows
56,Mężczyzna,1,1029,Północ,Linux
23,Mężczyzna,6,2577,Zachód,Linux
56,Kobieta,8,11061,Północ,iOS
84,Mężczyzna,3,1607,Zachód,Linux
31,Kobieta,4,13456,Wschód,macOS
19,Kobieta,4,1974,Południe,iOS
75,Mężczyzna,3,9583,Północ,Android
65,Mężczyzna,3,5127,Centrum,Windows
82,Mężczyzna,10,18158,Centrum,Linux
68,Mężczyzna,6,5889,Zachód,macOS
29,Mężczyzna,8,10685,Północ,Windows
68,Mężczyzna,2,12545,Północ,Windows
48,Mężczyzna,5,17929,Południe,Android
69,Mężczyzna,8,19766,Południe,Windows
51,Mężczyzna,2,1379,Wschód,macOS
70,Mężczyzna,2,19096,Północ,Linux
60,Kobieta,3,6917,Północ,Android
61,Kobieta,2,10514,Zachód,Android
46,Kobieta,8,14389,Centrum,Android
36,Mężczyzna,7,2179,Południe,macOS
82,Kobieta,4,10550,Północ,Android
87,Mężczyzna,5,11653,Wschód,Windows
64,Kobieta,6,19254,Centrum,Windows
76,Mężczyzna,2,18841,Południe,Windows
31,Kobieta,8,3665,Północ,Windows
78,Mężczyzna,1,6964,Centrum,Android
69,Mężczyzna,9,1012,Wschód,iOS
86,Kobieta,5,2100,Północ,Windows
31,Kobieta,2,15771,Zachód,Linux
47,Kobieta,2,12286,Wschód,iOS
67,Kobieta,1,3366,Zachód,Windows
58,Kobieta,1,19099,Centrum,Linux
86,Mężczyzna,8,9351,Północ,iOS
49,Kobieta,1,6044,Południe,Android
44,Mężczyzna,9,4101,Centrum,Windows
64,Kobieta,7,4191,Północ,Android
38,Mężczyzna,5,10518,Zachód,Linux
62,Mężczyzna,5,6334,Zachód,Windows
40,Kobieta,4,12440,Północ,iOS
18,Mężczyzna,4,10261,Centrum,macOS
85,Kobieta,9,17727,Południe,iOS
55,Kobieta,6,15143,Centrum,Android
58,Mężczyzna,6,2674,Północ,Windows
72,Mężczyzna,2,18924,Wschód,macOS
41,Mężczyzna,9,18575,Centrum,Linux
79,Kobieta,9,3239,Północ,Windows
51,Mężczyzna,4,11283,Zachód,macOS
55,Kobieta,5,19035,Północ,iOS
39,Kobieta,9,15466,Wschód,Linux
57,Mężczyzna,5,15699,Wschód,Android
32,Mężczyzna,4,16633,Zachód,iOS
51,Kobieta,3,11381,Północ,Linux
68,Mężczyzna,1,8348,Centrum,Windows
82,Kobieta,5,5409,Północ,iOS
85,Kobieta,5,14617,Wschód,iOS
47,Kobieta,3,15694,Zachód,Linux
38,Kobieta,7,12112,Centrum,macOS
25,Kobieta,5,11900,Północ,Linux
72,Kobieta,9,4928,Południe,iOS
70,Kobieta,9,2718,Południe,Linux
64,Mężczyzna,7,19037,Wschód,Linux
32,Mężczyzna,4,5748,Zachód,iOS
84,Mężczyzna,9,10503,Wschód,Android
59,Mężczyzna,4,11620,Wschód,Windows
24,Kobieta,4,12858,Zachód,macOS
75,Mężczyzna,3,8816,Zachód,iOS
55,Kobieta,8,5388,Północ,Linux
19,Mężczyzna,1,8827,Centrum,Android
51,Kobieta,3,6410,Centrum,Linux
47,Mężczyzna,2,2850,Centrum,Linux
26,Mężczyzna,6,16968,Centrum,Windows
87,Kobieta,4,12378,Zachód,Windows
70,Mężczyzna,7,17667,Południe,iOS
73,Kobieta,3,2540,Wschód,macOS
68,Kobieta,2,18611,Wschód,macOS
87,Mężczyzna,10,18610,Wschód,Android
23,Mężczyzna,5,4700,Południe,iOS
39,Kobieta,3,13299,Północ,Linux
65,Mężczyzna,8,12544,Północ,Windows
23,Kobieta,4,4783,Zachód,Android
74,Kobieta,2,8074,Centrum,iOS
46,Kobieta,7,17037,Centrum,iOS
47,Mężczyzna,7,14276,Centrum,Android
86,Kobieta,7,4955,Południe,Linux
53,Kobieta,9,7255,Zachód,Windows
79,Kobieta,3,18190,Północ,Linux
53,Mężczyzna,4,2363,Wschód,macOS
36,Mężczyzna,1,16164,Wschód,Android
48,Mężczyzna,8,17443,Wschód,Android
85,Kobieta,3,16728,Północ,macOS
67,Kobieta,8,7520,Centrum,Linux
85,Kobieta,6,7755,Zachód,Android
90,Kobieta,7,13331,Południe,macOS
21,Kobieta,10,4288,Zachód,iOS
85,Mężczyzna,7,1693,Północ,Android
59,Mężczyzna,2,8491,Południe,Android
84,Kobieta,10,6973,Centrum,iOS
18,Mężczyzna,3,14241,Zachód,Linux
23,Kobieta,3,11516,Północ,macOS
83,Mężczyzna,6,16820,Zachód,Windows
54,Mężczyzna,10,12015,Południe,Android
62,Mężczyzna,6,9164,Centrum,iOS
24,Mężczyzna,10,9811,Południe,Linux
20,Kobieta,7,3946,Południe,iOS
73,Kobieta,10,11396,Wschód,Android
62,Kobieta,1,3425,Południe,Linux
64,Mężczyzna,2,6537,Centrum,Windows
49,Mężczyzna,8,3823,Północ,Linux
86,Mężczyzna,7,3923,Centrum,macOS
32,Kobieta,7,5103,Południe,iOS
78,Mężczyzna,1,13671,Południe,Android
79,Kobieta,3,4439,Centrum,macOS
27,Mężczyzna,6,16973,Centrum,iOS
28,Kobieta,9,5692,Centrum,macOS
18,Mężczyzna,4,15320,Wschód,macOS
64,Kobieta,5,12079,Wschód,Android
42,Mężczyzna,8,6644,Centrum,iOS
22,Mężczyzna,7,16474,Północ,Windows
48,Mężczyzna,3,12970,Zachód,iOS
58,Mężczyzna,8,12359,Zachód,Windows
60,Mężczyzna,1,11228,Zachód,macOS
87,Kobieta,5,7770,Północ,Windows
26,Kobieta,8,9884,Wschód,Linux
65,Kobieta,3,1171,Centrum,Linux
86,Kobieta,8,14077,Północ,Windows
84,Kobieta,2,3720,Zachód,macOS
76,Kobieta,1,7112,Północ,macOS
80,Mężczyzna,7,1332,Północ,macOS
55,Mężczyzna,3,14893,Południe,Android
40,Kobieta,7,2166,Zachód,Android
75,Mężczyzna,2,19596,Wschód,Linux
52,Kobieta,4,4394,Zachód,macOS
80,Mężczyzna,7,12546,Zachód,macOS
30,Mężczyzna,8,2022,Zachód,Windows
85,Kobieta,6,13981,Północ,Linux
83,Kobieta,7,4500,Centrum,iOS
64,Mężczyzna,8,13544,Zachód,iOS
86,Kobieta,4,6372,Zachód,macOS
52,Mężczyzna,1,12677,Wschód,Android
28,Kobieta,3,4718,Południe,Android
47,Mężczyzna,3,17947,Wschód,Linux
50,Mężczyzna,9,9876,Zachód,Android
49,Mężczyzna,5,13203,Zachód,Android
32,Kobieta,10,19031,Południe,iOS
54,Mężczyzna,10,6998,Wschód,iOS
48,Kobieta,10,11727,Centrum,iOS
79,Mężczyzna,3,7041,Wschód,macOS
35,Kobieta,1,3673,Zachód,iOS
39,Kobieta,10,6036,Południe,iOS
84,Kobieta,5,19775,Centrum,Android
36,Mężczyzna,5,11945,Zachód,macOS
54,Kobieta,6,8009,Zachód,Android
73,Mężczyzna,8,10757,Wschód,Android
57,Mężczyzna,9,16343,Wschód,Android
33,Mężczyzna,5,2945,Centrum,Android
24,Mężczyzna,5,3094,Zachód,iOS
68,Kobieta,4,5422,Południe,macOS
78,Mężczyzna,7,5263,Południe,Android
70,Kobieta,7,5417,Południe,iOS
68,Kobieta,1,9587,Wschód,iOS
36,Mężczyzna,9,3742,Południe,Android
32,Mężczyzna,4,4771,Wschód,Linux
88,Mężczyzna,9,11894,Południe,iOS
43,Kobieta,9,18910,Północ,Android
49,Kobieta,8,14618,Północ,Windows
24,Kobieta,9,8693,Południe,Linux
27,Mężczyzna,8,3135,Centrum,iOS
50,Kobieta,3,4749,Zachód,Windows
84,Kobieta,8,18871,Wschód,Android
88,Mężczyzna,7,11268,Południe,Linux
57,Kobieta,3,10162,Wschód,Android
31,Kobieta,1,9055,Południe,macOS
35,Mężczyzna,2,8737,Centrum,Android
46,Mężczyzna,2,6962,Centrum,macOS
48,Mężczyzna,2,5614,Centrum,iOS
48,Kobieta,9,2281,Południe,Linux
28,Mężczyzna,1,3584,Północ,Linux
30,Mężczyzna,8,17096,Północ,Linux
63,Mężczyzna,5,17633,Wschód,Android
41,Mężczyzna,1,7996,Zachód,Windows
45,Mężczyzna,4,5682,Wschód,Linux
64,Kobieta,3,17609,Wschód,Windows
77,Mężczyzna,9,11563,Centrum,macOS
82,Mężczyzna,9,16918,Centrum,iOS
66,Mężczyzna,9,12268,Zachód,Linux
82,Kobieta,5,5222,Centrum,Windows
26,Kobieta,7,13966,Południe,Linux
33,Mężczyzna,3,15344,Północ,macOS
45,Kobieta,6,9059,Południe,Linux
56,Mężczyzna,10,11516,Wschód,iOS
41,Kobieta,1,15135,Centrum,Linux
50,Mężczyzna,4,12866,Centrum,macOS
25,Mężczyzna,8,1932,Zachód,Linux
39,Kobieta,7,12097,Wschód,macOS
78,Kobieta,1,13639,Północ,iOS
84,Kobieta,7,18389,Wschód,macOS
25,Mężczyzna,9,8532,Wschód,Android
39,Mężczyzna,10,15545,Południe,iOS
32,Kobieta,6,6196,Zachód,Linux
62,Kobieta,3,6434,Północ,Linux
53,Kobieta,10,4244,Centrum,Linux
89,Mężczyzna,2,2145,Południe,Android
77,Kobieta,2,11085,Wschód,Android
57,Mężczyzna,1,1431,Zachód,Android
60,Mężczyzna,10,17623,Centrum,iOS
51,Kobieta,1,5894,Wschód,Android
78,Kobieta,7,12686,Wschód,Android
40,Mężczyzna,1,7107,Północ,Android
72,Kobieta,3,17204,Zachód,Android
60,Kobieta,6,9897,Zachód,iOS
78,Kobieta,5,8742,Południe,Windows
64,Kobieta,4,18809,Wschód,Linux
53,Kobieta,3,7270,Południe,iOS
68,Mężczyzna,1,13348,Centrum,Android
19,Mężczyzna,10,6721,Północ,macOS
75,Mężczyzna,10,4896,Centrum,Linux
72,Kobieta,6,6842,Wschód,iOS
29,Mężczyzna,3,14269,Wschód,Linux
86,Mężczyzna,6,12069,Wschód,Windows
65,Mężczyzna,2,3307,Centrum,Linux
74,Mężczyzna,2,18350,Zachód,macOS
21,Mężczyzna,5,19623,Centrum,Linux
59,Kobieta,7,18462,Wschód,Android
72,Mężczyzna,4,16322,Północ,macOS
58,Kobieta,2,10142,Centrum,Linux
88,Kobieta,4,12124,Wschód,Android
48,Kobieta,9,9864,Południe,macOS
26,Mężczyzna,7,6041,Centrum,Linux
76,Kobieta,1,6053,Zachód,iOS
67,Mężczyzna,1,9589,Zachód,Android
22,Mężczyzna,1,9245,Centrum,Windows
22,Mężczyzna,3,4595,Wschód,Android
49,Mężczyzna,8,7235,Południe,Android
79,Kobieta,10,16738,Centrum,macOS
44,Mężczyzna,3,9857,Północ,Windows
19,Mężczyzna,1,17333,Północ,Windows
47,Kobieta,7,3593,Północ,Android
29,Mężczyzna,1,8911,Centrum,iOS
48,Kobieta,5,3276,Centrum,macOS
48,Kobieta,9,2255,Centrum,Linux
83,Kobieta,3,7035,Północ,macOS
33,Mężczyzna,7,16195,Południe,Windows
72,Mężczyzna,9,19331,Centrum,Windows
83,Kobieta,1,17889,Północ,Windows
21,Kobieta,10,17620,Wschód,Windows
58,Mężczyzna,7,17629,Północ,Android
62,Mężczyzna,2,7259,Południe,Android
70,Kobieta,8,8763,Południe,Android
61,Kobieta,6,4145,Północ,Windows
81,Mężczyzna,3,11441,Północ,iOS
47,Kobieta,9,11952,Północ,iOS
28,Mężczyzna,1,4621,Wschód,Linux
72,Mężczyzna,2,19813,Centrum,Windows
47,Mężczyzna,1,6493,Wschód,Windows
67,Mężczyzna,1,8984,Centrum,Windows
65,Kobieta,4,3273,Północ,macOS
79,Kobieta,8,2605,Centrum,Windows
85,Kobieta,4,2701,Centrum,macOS
76,Mężczyzna,4,10341,Centrum,Linux
37,Kobieta,5,3771,Północ,Android
61,Kobieta,4,3952,Zachód,macOS
21,Kobieta,5,1702,Zachód,Windows
50,Kobieta,1,11201,Południe,Android
28,Kobieta,2,9601,Wschód,iOS
23,Kobieta,4,3308,Centrum,Windows
47,Kobieta,10,2736,Wschód,iOS
39,Mężczyzna,1,19039,Południe,iOS
66,Mężczyzna,2,1869,Centrum,Windows
72,Kobieta,7,5281,Wschód,Android
45,Kobieta,3,19572,Centrum,macOS
72,Kobieta,8,17310,Centrum,Windows
29,Kobieta,6,6322,Centrum,Linux
22,Kobieta,9,2993,Południe,Linux
38,Mężczyzna,1,4440,Centrum,Linux
25,Kobieta,2,11513,Zachód,iOS
31,Kobieta,4,12137,Zachód,Android
50,Kobieta,8,5445,Północ,Windows
81,Mężczyzna,10,3964,Północ,Android
85,Kobieta,7,12094,Południe,Linux
74,Mężczyzna,10,12503,Zachód,iOS
66,Kobieta,3,7816,Centrum,Windows
77,Kobieta,3,9163,Zachód,iOS
75,Mężczyzna,9,8090,Zachód,Linux
27,Kobieta,9,14115,Północ,Android
70,Mężczyzna,9,1803,Zachód,macOS
67,Kobieta,1,10344,Centrum,Linux
67,Mężczyzna,1,8382,Zachód,iOS
37,Kobieta,1,8110,Centrum,Windows
36,Mężczyzna,1,4388,Wschód,Windows
47,Kobieta,8,12237,Południe,Windows
80,Mężczyzna,10,15218,Wschód,Linux
52,Mężczyzna,10,3547,Wschód,macOS
74,Kobieta,10,2217,Centrum,iOS
49,Kobieta,8,8238,Wschód,iOS
55,Mężczyzna,6,13566,Wschód,Linux
73,Mężczyzna,1,2199,Centrum,Windows
61,Kobieta,7,17277,Południe,iOS
62,Mężczyzna,7,17338,Zachód,Android
61,Mężczyzna,1,5702,Zachód,Windows
31,Mężczyzna,6,18907,Południe,Windows
68,Mężczyzna,7,5886,Wschód,Windows
44,Mężczyzna,4,19279,Wschód,Windows
65,Kobieta,3,11454,Centrum,Linux
51,Mężczyzna,6,3051,Północ,iOS
61,Mężczyzna,8,15388,Centrum,Linux
37,Mężczyzna,7,11331,Centrum,macOS
49,Mężczyzna,10,10133,Północ,iOS
41,Mężczyzna,10,6066,Południe,macOS
57,Kobieta,7,11109,Południe,Windows
73,Mężczyzna,9,9317,Centrum,Linux
59,Mężczyzna,4,13280,Południe,Windows
22,Mężczyzna,6,1015,Wschód,Android
23,Kobieta,2,11606,Południe,Android
71,Mężczyzna,3,19058,Centrum,macOS
54,Kobieta,2,19492,Północ,iOS
82,Kobieta,3,15473,Południe,Linux
48,Kobieta,6,12399,Południe,iOS
87,Kobieta,2,17789,Północ,macOS
27,Kobieta,4,19031,Centrum,macOS
53,Mężczyzna,2,12472,Wschód,macOS
45,Kobieta,3,9560,Południe,Android
84,Mężczyzna,1,16090,Centrum,Android
29,Kobieta,8,5321,Północ,Windows
41,Kobieta,6,3189,Zachód,macOS
25,Mężczyzna,9,6914,Południe,macOS
58,Kobieta,7,8822,Północ,iOS
20,Kobieta,4,7897,Północ,Android
67,Kobieta,2,6889,Wschód,iOS
66,Mężczyzna,6,7418,Południe,Android
61,Kobieta,9,6064,Południe,Android
46,Mężczyzna,4,4654,Południe,Android
71,Kobieta,7,16024,Północ,Windows
84,Kobieta,8,4485,Wschód,macOS
58,Mężczyzna,8,14986,Południe,macOS
24,Mężczyzna,3,17794,Południe,macOS
85,Kobieta,4,9306,Zachód,iOS
39,Mężczyzna,4,16850,Zachód,Linux
31,Kobieta,8,14267,Zachód,Android
53,Mężczyzna,10,17614,Południe,Linux
54,Kobieta,8,7283,Północ,Linux
51,Kobieta,8,16257,Centrum,Linux
44,Kobieta,5,7945,Południe,macOS
38,Kobieta,1,17001,Zachód,iOS
42,Kobieta,10,11922,Centrum,macOS
75,Mężczyzna,10,8668,Wschód,Windows
30,Kobieta,5,9595,Północ,Android
68,Kobieta,7,13098,Zachód,macOS
69,Kobieta,8,9516,Wschód,iOS
65,Kobieta,7,2504,Północ,Windows
86,Mężczyzna,2,9355,Wschód,Linux
83,Kobieta,7,7991,Centrum,Android
34,Mężczyzna,2,18792,Zachód,Android
27,Mężczyzna,10,16575,Zachód,iOS
38,Kobieta,6,6907,Północ,Windows
43,Kobieta,8,5980,Wschód,Windows
84,Mężczyzna,3,7793,Północ,macOS
21,Mężczyzna,1,9879,Zachód,Linux
40,Mężczyzna,2,9616,Zachód,macOS
52,Mężczyzna,9,18759,Centrum,macOS
61,Kobieta,6,1951,Zachód,iOS
42,Kobieta,4,2187,Centrum,Linux
50,Kobieta,1,6374,Północ,Android
39,Mężczyzna,1,4847,Centrum,macOS
28,Mężczyzna,10,5410,Północ,macOS
27,Kobieta,6,12669,Zachód,iOS
76,Mężczyzna,8,11579,Północ,macOS
32,Kobieta,2,9057,Północ,Android
41,Kobieta,9,9946,Zachód,iOS
18,Kobieta,1,19900,Centrum,Windows
63,Kobieta,6,2879,Północ,Windows
87,Kobieta,3,4928,Południe,macOS
71,Mężczyzna,8,5949,Północ,Linux
72,Kobieta,3,3557,Północ,Linux
29,Kobieta,2,9848,Południe,Windows
33,Mężczyzna,1,16571,Północ,iOS
73,Mężczyzna,8,2756,Południe,iOS
87,Mężczyzna,10,17752,Północ,iOS
22,Mężczyzna,8,18207,Północ,Windows
25,Mężczyzna,6,7154,Centrum,Windows
45,Kobieta,1,6729,Północ,Linux
44,Kobieta,8,1140,Zachód,Linux
80,Mężczyzna,1,8310,Zachód,Android
64,Kobieta,7,17251,Centrum,Linux
51,Kobieta,1,16239,Centrum,Windows
61,Mężczyzna,2,9409,Zachód,Windows
71,Kobieta,10,6621,Wschód,Windows
60,Kobieta,1,18229,Centrum,Android
58,Kobieta,7,4647,Zachód,iOS
42,Kobieta,9,12225,Centrum,Android
22,Kobieta,10,6415,Centrum,macOS
56,Mężczyzna,9,5390,Zachód,Linux
70,Mężczyzna,10,9664,Północ,Linux
59,Kobieta,4,10448,Wschód,iOS
84,Mężczyzna,1,2690,Zachód,iOS
39,Kobieta,8,5226,Południe,Windows
20,Kobieta,8,9386,Południe,iOS
43,Kobieta,2,4451,Zachód,Windows
56,Kobieta,4,10397,Południe,Windows
86,Mężczyzna,2,5281,Centrum,Windows
35,Mężczyzna,10,11283,Zachód,Linux
86,Kobieta,3,15788,Zachód,Linux
21,Kobieta,7,17772,Zachód,iOS
81,Kobieta,9,1420,Północ,Android
72,Kobieta,4,18815,Północ,Linux
71,Mężczyzna,2,4062,Północ,Windows
69,Kobieta,7,11678,Północ,iOS
58,Mężczyzna,2,15393,Zachód,macOS
75,Kobieta,7,8808,Zachód,Linux
46,Mężczyzna,2,16955,Północ,Windows
48,Kobieta,3,9283,Zachód,iOS
32,Kobieta,8,12979,Północ,Windows
70,Kobieta,5,15468,Północ,iOS
90,Mężczyzna,4,14429,Wschód,Windows
30,Kobieta,10,2447,Wschód,macOS
29,Mężczyzna,8,8694,Zachód,Linux
45,Mężczyzna,3,13414,Północ,Windows
85,Kobieta,10,19721,Centrum,macOS
85,Mężczyzna,8,11610,Północ,macOS
71,Mężczyzna,2,3018,Północ,iOS
84,Kobieta,5,7333,Centrum,Android
20,Mężczyzna,5,4762,Zachód,Linux
32,Kobieta,10,4119,Centrum,iOS
82,Kobieta,8,4191,Zachód,iOS
40,Kobieta,5,4296,Centrum,macOS
19,Kobieta,7,2282,Centrum,Windows
66,Kobieta,2,13296,Północ,Linux
70,Kobieta,1,4560,Północ,iOS
62,Kobieta,6,17855,Północ,iOS
85,Mężczyzna,3,12809,Wschód,macOS
64,Kobieta,7,8913,Centrum,Android
82,Kobieta,7,11448,Wschód,Linux
77,Kobieta,8,5877,Zachód,iOS
21,Kobieta,5,5621,Wschód,iOS
23,Mężczyzna,7,14192,Zachód,Android
67,Kobieta,7,14539,Południe,macOS
56,Kobieta,6,4369,Centrum,Android
39,Mężczyzna,8,13043,Zachód,macOS
35,Mężczyzna,6,16808,Centrum,Windows
70,Mężczyzna,5,7338,Wschód,macOS
43,Kobieta,3,12113,Wschód,Android
28,Mężczyzna,9,16415,Północ,Linux
54,Kobieta,6,4018,Wschód,Android
67,Mężczyzna,3,4075,Północ,Linux
48,Kobieta,5,13643,Północ,Android
85,Kobieta,10,14810,Południe,Android
29,Mężczyzna,2,1028,Północ,iOS
90,Kobieta,3,17428,Centrum,macOS
37,Kobieta,10,14956,Wschód,iOS
70,Mężczyzna,9,7125,Wschód,iOS
86,Kobieta,4,17767,Zachód,iOS
75,Kobieta,9,6009,Zachód,macOS
23,Mężczyzna,9,1618,Północ,Linux
29,Mężczyzna,8,11910,Północ,iOS
28,Mężczyzna,2,8063,Południe,iOS
55,Mężczyzna,2,11813,Zachód,Android
45,Kobieta,5,8274,Zachód,Linux
18,Mężczyzna,3,10592,Centrum,macOS
43,Mężczyzna,4,8109,Zachód,Linux
29,Kobieta,1,15753,Centrum,macOS
